uniprot_id,median_tm,n_datasets
Q9H5I4_ZNF33A,48.79,1
Q8N7R7-3_CCNYL1,48.79,6
Q9ULR0_ISY1,48.79,3
Q9H2W2_MIXL1,48.79,2
Q8IY92-2_SLX4,48.79,1
Q16637-4_SMN1,48.79,1
DAPK3,48.79,8
IDE,48.79,33
RNF123,48.79,33
UNC119B,48.79,33
HCK,48.79,2
PRKCE,48.79,7
FTSJ2,48.79,9
O94864-2_SUPT7L,48.8,16
Q9NWS6_FAM118A,48.8,18
Q9UID3_VPS51,48.8,16
Q9Y2L1_DIS3,48.8,20
SRPRB,48.8,16
UBXN10,48.8,6
A6ZKI3_FAM127A,48.8,9
O60341_KDM1A,48.8,18
P50748_KNTC1,48.8,19
Q9NX07_TRNAU1AP,48.8,9
Q96F63_CCDC97,48.8,13
Q5T8I3-2_FAM102B,48.8,3
P98082-2_DAB2,48.8,1
Q96FB5_RRNAD1,48.8,1
Q9NXK8_FBXL12,48.8,3
P29590-11_PML,48.8,2
Q6ZTN6-3_ANKRD13D,48.8,2
CECR5,48.8,21
FAM21B,48.8,33
FGFR1OP2,48.8,13
GBL,48.8,19
HLCS,48.8,33
POLR2A,48.8,33
RPAP1,48.8,33
RPS6KA3,48.8,33
DDX52,48.8,11
NAF1,48.8,11
MYH13,48.8,2
E9PRI4_RPS6KA1,48.8,8
Q9BV73-2_CEP250,48.8,12
F8VWV2_APPL2,48.8,2
C12ORF4,48.8,8
P16383_GCFC2,48.81,16
J3KNC8_NDST2,48.81,2
O15247_CLIC2,48.81,11
Q96HR8_NAF1,48.81,2
Q02880-2_TOP2B,48.81,8
Q99959-2_PKP2,48.81,6
J3QTV4_RGPD2,48.81,1
MRPL3,48.81,16
PJA2,48.81,21
LPXN,48.81,15
RFX2,48.81,6
O94874_UFL1,48.81,22
Q13263_TRIM28,48.81,22
Q66GS9_CEP135,48.81,14
B3KPJ4_PHC2,48.81,6
CLTCL1,48.81,4
CYP19A1,48.81,4
PDE3A,48.82,2
Q9UBU9_NXF1,48.82,13
B4DDS3_CLPTM1,48.82,5
J3KSH1_AMZ2,48.82,8
C9JEV6_NAGK,48.82,1
E7EVQ6_SQLE,48.82,1
C9J5N1_PTGES3L-AARSD1,48.82,2
K7EQV2_POP4,48.82,2
I3L3I8_METTL22,48.82,1
F8W8V8_SLC2A2,48.82,1
C19ORF54,48.82,19
DNAJC13,48.82,33
MED22,48.82,21
PRMT3,48.82,31
IL16,48.82,13
PHOSPHO1,48.82,2
LOC100134303,48.82,13
RAD51L3,48.82,9
SRXN1,48.82,10
SLC38A4,48.82,1
TNFRSF19,48.82,2
B4DVY1_EIF3D,48.83,20
Q8IUI8_CRLF3,48.83,18
Q8IXH7-4_NELFCD,48.83,8
FBXW11,48.83,14
NTHL1,48.83,4
MIA2,48.83,6
P57737-3_CORO7,48.83,20
Q6P1R4_DUS1L,48.83,20
Q9NUW8_TDP1,48.83,12
J3KSL8_TRAPPC8,48.83,4
J3KST3_GLTPD1,48.83,1
O75460_ERN1,48.83,3
P28288-2_ABCD3,48.83,1
ASH2L,48.83,33
ASMTL,48.83,33
BRD8,48.83,27
DDX19A,48.83,33
FBXL4,48.83,12
HNRNPA2B1,48.83,33
MIS12,48.83,17
SP5,48.83,2
PIWIL3,48.83,1
FCHO2,48.83,20
O95219_SNX4,48.84,18
Q96PY5_FMNL2,48.84,6
Q9UM47_NOTCH3,48.84,4
SSX2IP,48.84,2
Q6ZT12_UBR3,48.84,16
Q70CQ2_USP34,48.84,13
Q9NP77_SSU72,48.84,21
Q03519_TAP2,48.84,9
Q9Y383-3_LUC7L2,48.84,1
Q8IVR6_PPM1D,48.84,3
J3QK84_NEB,48.84,2
C9ORF126,48.84,17
EIF2C2,48.84,29
HMOX2,48.84,21
KIAA1303,48.84,31
PHF6,48.84,31
TFB1M,48.84,29
TMEM47,48.84,1
ZNF414,48.84,11
C6ORF70,48.84,2
DLC1,48.84,6
P09327_VIL1,48.84,8
O75145-2_PPFIA3,48.84,6
O60293-2_ZFC3H1,48.84,4
Q8IXW5_RPAP2,48.84,2
P16144-2_ITGB4,48.84,2
SACM1L,48.84,16
MEIS1,48.84,2
SPRED2,48.84,2
Q92845-4_KIFAP3,48.85,4
C9J5X1_IGF1R,48.85,9
Q00526_CDK3,48.85,3
Q5JRS3_UBA1,48.85,1
Q9NPQ8_RIC8A,48.85,2
D6RCC7_FAM135A,48.85,1
AP3B1,48.85,33
ARHGAP10,48.85,9
ASAP2,48.85,19
FAM76A,48.85,19
HTT,48.85,33
MAP1S,48.85,33
MRPS2,48.85,27
RNF14,48.85,33
TNRC6B,48.85,19
TRRAP,48.85,23
TESC,48.85,17
SH2D1A,48.85,9
PDZD11,48.86,20
GBP2,48.86,14
Q96LD4_TRIM47,48.86,10
Q15750_TAB1,48.86,7
B5MCV2_D2HGDH,48.86,1
Q96MW5_COG8,48.86,6
Q99640-3_PKMYT1,48.86,2
Q92844_TANK,48.86,3
C9JMZ9_C7orf43,48.86,1
C9JNJ4_SH3RF3,48.86,1
B4DPI2_SARDH,48.86,1
AFF4,48.86,14
ALMS1,48.86,6
CNOT3,48.86,25
GTF3C4,48.86,31
KIAA0999,48.86,27
NUBP2,48.86,29
PCTK1,48.86,27
TTC9C,48.86,31
ABHD3,48.86,2
KIAA0256,48.86,2
SIRT3,48.86,15
Q2NL82_TSR1,48.86,16
P31513_FMO3,48.86,2
MBD1,48.86,12
C17ORF68,48.86,2
Q9BZE4_GTPBP4,48.87,4
Q9Y6M1-1_IGF2BP2,48.87,2
Q07617_SPAG1,48.87,3
F8WA11_CLASP1,48.87,7
Q9H939_PSTPIP2,48.87,17
C9J3R8_B4GALT4,48.87,1
P27987-2_ITPKB,48.87,1
CMAS,48.87,33
CRKL,48.87,33
MINK1,48.87,33
MYH10,48.87,33
SUPT5H,48.87,33
MIER2,48.87,3
C19ORF39,48.87,1
Q16513_PKN2,48.87,8
P63120_,48.87,2
Q00535_CDK5,48.88,20
Q7Z6L1_TECPR1,48.88,12
P56282_POLE2,48.88,2
COQ10B,48.88,4
Q14839-2_CHD4,48.88,4
DAPK1,48.88,2
OGDHL,48.88,2
DDX25,48.88,2
C9JLV4_APAF1,48.88,13
O95361_TRIM16,48.88,4
Q5JTH9_RRP12,48.88,4
O75925_PIAS1,48.88,7
F6WCX7_MAP2K7,48.88,5
R4GMM1_NBL1,48.88,1
P49795_RGS19,48.88,3
P53667-4_LIMK1,48.88,1
AKT2,48.88,33
HMG20A,48.88,11
KIF1B,48.88,33
SPAG9,48.88,33
STAM2,48.88,33
STRAP,48.88,33
C17ORF70,48.88,27
DGKZ,48.88,27
GIMAP6,48.88,11
PAIP2,48.88,17
E9PEZ3_DIAPH1,48.88,22
Q8TBB1_LNX1,48.88,2
P18858_LIG1,48.89,12
P40938_RFC3,48.89,8
Q6ZNJ1-3_NBEAL2,48.89,2
Q04771_ACVR1,48.89,6
Q5VXM9_RPF2,48.89,2
FRMD6,48.89,2
Q15758_SLC1A5,48.89,3
P20591_MX1,48.89,5
C12ORF5,48.89,25
CDC123,48.89,31
DNAJC25,48.89,12
HIST1H2AD,48.89,27
NDUFA10,48.89,17
SCFD1,48.89,33
SCO2,48.89,16
SENP6,48.89,19
U2AF2,48.89,33
ATP5SL,48.89,8
TJP3,48.89,2
Q9Y2P5_SLC27A5,48.89,4
AHNAK,48.89,28
WDR60,48.89,2
Q8TCX1_DYNC2LI1,48.9,6
O60885_BRD4,48.9,21
P10398_ARAF,48.9,20
Q5K651_SAMD9,48.9,7
Q96KP1_EXOC2,48.9,21
J3KTA4_DDX5,48.9,7
F8VRH9_RASAL1,48.9,1
CRK,48.9,31
DCTN3,48.9,33
GTPBP6,48.9,14
HEATR5B,48.9,33
NEDD4,48.9,33
RABGAP1,48.9,33
WASH1,48.9,21
PSTPIP1,48.9,9
RNF41,48.9,7
Q9H2M9_RAB3GAP2,48.9,22
Q8NDX1-2_PSD4,48.9,2
O95397_PLEKHA8P1,48.9,2
Q8IYI6_EXOC8,48.91,22
O75153_CLUH,48.91,10
Q13164_MAPK7,48.91,7
B7ZBJ4_CAB39L,48.91,3
Q86TV6_TTC7B,48.91,6
Q96C92-4_SDCCAG3,48.91,7
C9JYA1_NUPL2,48.91,1
Q92830-2_KAT2A,48.91,1
E9PDJ7_NMU,48.91,1
Q9UBT7-3_CTNNAL1,48.91,2
H0YGF8_PLCD3,48.91,1
O94768_STK17B,48.91,1
SF3B2,48.91,33
UBE2E2,48.91,5
ALKBH2,48.91,9
SMC1B,48.91,2
Q5QPC2_TTPAL,48.91,2
MTFR1,48.91,10
M0QXD0_MCOLN1,48.92,5
Q96P11_NSUN5,48.92,1
Q9UNK9_ANGEL1,48.92,3
Q99952_PTPN18,48.92,3
ITPR2,48.92,16
LUC7L,48.92,31
MRPS35,48.92,31
MRPS6,48.92,23
TPR,48.92,33
FLJ43093,48.92,10
NCRNA00153,48.92,7
CD4,48.92,4
FAM125B,48.92,11
ORAI2,48.92,2
PTPRU,48.92,2
Q9NSI8_SAMSN1,48.92,4
B7Z491_MTM1,48.92,2
J3KN49_OBSL1,48.92,4
SPTLC3,48.92,6
LOC285733,48.92,2
DAPK2,48.92,8
ADCY7,48.92,2
O94788-4_ALDH1A2,48.93,5
Q68E01-2_INTS3,48.93,19
Q86UX6_STK32C,48.93,5
Q96DV4_MRPL38,48.93,11
Q9H0B6_KLC2,48.93,16
Q9NPB8_GPCPD1,48.93,19
ADCY3,48.93,10
ANAPC5,48.93,33
E2F3,48.93,7
EIF3C,48.93,33
MICAL3,48.93,33
SYNJ1,48.93,33
TTC7A,48.93,6
UNK,48.93,33
EIF2C4,48.93,3
RNF220,48.93,18
C16ORF72,48.93,2
AGBL1,48.93,1
LOC648517,48.93,1
J3KP20_NTRK1,48.94,4
B4DXN4_CNKSR1,48.94,2
G5EA25_FAT3,48.94,2
PPP1R13L,48.94,22
Q96HP4_OXNAD1,48.94,8
O75382-2_TRIM3,48.94,5
C9JNA8_IP6K1,48.94,5
P50416-2_CPT1A,48.94,7
Q96DF8_DGCR14,48.94,9
E9PKZ9_TMEM126B,48.94,1
G3V267_GSTZ1,48.94,2
E9PD99_LRCH3,48.94,1
Q96H55-3_MYO19,48.94,1
P16662_UGT2B7,48.94,3
B9A008_IMP4,48.94,2
O60880-4_SH2D1A,48.94,2
I3NI25_FOPNL,48.94,1
CAMK2D,48.94,19
COMMD8,48.94,21
DHX38,48.94,33
HPS4,48.94,15
ITPR1,48.94,16
STRN4,48.94,27
STX18,48.94,17
TAX1BP1,48.94,29
TBC1D4,48.94,33
UBAC1,48.94,33
UBL4A,48.94,33
PLEKHB1,48.94,2
JAK2,48.94,2
H3BQF6_,48.95,4
P62805_HIST1H4A,48.95,20
Q8N0Z6_TTC5,48.95,14
Q9NV31_IMP3,48.95,6
Q99704_DOK1,48.95,16
C9J1X3_TNK2,48.95,2
Q5JQQ4_DPCD,48.95,2
O43293_DAPK3,48.95,10
Q8NF91_SYNE1,48.95,2
Q9BYX2-4_TBC1D2,48.95,7
Q9BX40_LSM14B,48.95,13
Q9BZQ8_FAM129A,48.95,10
Q16581_C3AR1,48.95,1
Q9Y6U3-2_SCIN,48.95,1
CCNT1,48.95,29
FYN,48.95,16
MOBKL2A,48.95,29
MRPS33,48.95,17
NUDT9,48.95,31
EAPP,48.95,12
CCND2,48.95,6
ABCA1,48.95,6
ZFYVE28,48.95,4
O95801_TTC4,48.95,18
P55211_CASP9,48.95,6
LMCD1,48.95,12
SYN3,48.95,2
Q8N1F7_NUP93,48.96,20
C9ORF9,48.96,2
P11802_CDK4,48.96,20
P48200_IREB2,48.96,21
Q9BUB4_ADAT1,48.96,7
F5H269_DMXL1,48.96,3
Q5RGS4_PLEKHA1,48.96,2
Q5T0D9_TPRG1L,48.96,7
AMOT,48.96,4
CDC23,48.96,33
EPB41L5,48.96,13
FAM98B,48.96,33
HCFC1,48.96,33
IPO7,48.96,33
MRPS5,48.96,27
PFAS,48.96,33
PITRM1,48.96,33
SBF1,48.96,33
F8A1,48.96,11
IL1RN,48.96,10
TCEA3,48.96,9
ISG20,48.96,3
Q12789_GTF3C1,48.97,4
Q9UL42_PNMA2,48.97,12
F8W6N3_BAP1,48.97,8
P32019-2_INPP5B,48.97,4
P27824_CANX,48.97,19
Q99615_DNAJC7,48.97,22
Q9NVN3_RIC8B,48.97,2
Q12888_TP53BP1,48.97,15
Q96RU3-4_FNBP1,48.97,9
M0QZP7_ATP5SL,48.97,1
Q8NBY1_MST4,48.97,10
F5H4I2_RNF115,48.97,1
